,background,skin,facial hair,eyes,outfit,hats,accessories
1513,Toxic Air,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Sensei Hat,Face Paint
1514,Purple City,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
1515,Blue Sky,Human,Dirty Beard,Eye Patch,Pizza Shirt,Curvy Hair,Face Paint
1516,Blue Buzz,Human,Brown Beard,Laser Eyes,Buddhist Robe,Curvy Hair,None
1517,Blue Sky,Human,Chop Stache,3D Glasses,Jacket,Hippie,None
1518,Blue Buzz,Human,Black Beard,Normal_Eyes,Hoodie,Sombrero,None
1519,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1520,Purple City,Human,Chop Stache,Normal_Eyes,Jacket,Celestial Crown,Gold Chain
1521,Blue Buzz,Human,Black Beard,Normal_Eyes,Roman Soldier Fit,Sensei Hat,Regular Earring
1522,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,None
1523,Toxic Air,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1524,Purple City,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
1525,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Assasin's Fit,Viking Hat,None
1526,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1527,Purple City,Human,Black Beard,Snorkeler Kit,Jacket,Viking Hat,Gold Chain
1528,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1529,Hallucinations,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Face Paint
1530,Hallucinations,Zombie,Dirty Beard,Round Glasses,Pizza Shirt,Mushy Hair,Regular Earring
1531,Toxic Air,Alien,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1532,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,Regular Earring
1533,City Rooftop,Human,Dirty Beard,Laser Eyes,Pizza Shirt,Hippie,None
1534,City Rooftop,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Hippie,None
1535,Blue Sky,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
1536,Beach,Human,Brown Beard,Round Glasses,Pizza Shirt,Tarboush,Gold Chain
1537,Beach,Human,Chop Stache,Eye Patch,Jacket,Hippie,None
1538,City Rooftop,Zombie,Brown Beard,3D Glasses,Jacket,Mushy Hair,Regular Earring
1539,Blue Sky,Zombie,Wizard Beard,Normal_Eyes,Jacket,Tarboush,Regular Earring
1540,Sahara Desert,Human,Dirty Beard,Gangsta Shades,Buddhist Robe,Turban,Regular Earring
1541,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,None
1542,Mountains,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Celestial Crown,None
1543,City Rooftop,Human,Black Beard,Zap Shades,Buddhist Robe,Viking Hat,None
1544,Beach,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
1545,Blue Buzz,Human,Wizard Beard,Gangsta Shades,Pizza Shirt,Sensei Hat,Regular Earring
1546,City Rooftop,Zombie,Dirty Beard,Zombie Eyes,Pizza Shirt,Asssasin Cut,None
1547,Desert Night,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1548,Blue Sky,Zombie,Black Beard,Round Glasses,Buddhist Robe,Viking Hat,None
1549,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Celestial Crown,None
1550,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,Face Paint
1551,City Rooftop,Zombie,Black Beard,Gangsta Shades,Philosopher's Robe,Celestial Crown,Face Paint
1552,Starry Nights,Human,Chop Stache,Gangsta Shades,Jacket,Mushy Hair,None
1553,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1554,Blue Buzz,Human,Brown Beard,Snorkeler Kit,Hoodie,Sensei Hat,Regular Earring
1555,Blue Buzz,Alien,Dirty Beard,Laser Eyes,Hoodie,Mushy Hair,Regular Earring
1556,Sahara Desert,Human,Brown Beard,Round Glasses,Hoodie,Hippie,None
1557,Greek Symposium,Zombie,Dirty Beard,Eye Patch,Pizza Shirt,Hippie,None
1558,Toxic Air,Zombie,Black Beard,Normal_Eyes,Jacket,Turban,None
1559,Toxic Air,Human,Black Beard,Laser Eyes,Pizza Shirt,Turban,None
1560,Desert Night,Zombie,Brown Beard,Normal_Eyes,Jacket,Hippie,None
1561,Purple City,Human,Chop Stache,Round Glasses,Jacket,Turban,None
1562,Blue Buzz,Human,Brown Beard,Round Glasses,Jacket,Curvy Hair,None
1563,Desert Night,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,Face Paint
1564,Blue Sky,Alien,Black Beard,Gangsta Shades,Hoodie,Curvy Hair,Face Paint
1565,Blue Buzz,Human,Brown Beard,Zap Shades,Philosopher's Robe,Mushy Hair,None
1566,Starry Nights,Human,Wizard Beard,Normal_Eyes,Jacket,Curvy Hair,None
1567,Desert Night,Human,Dirty Beard,Round Glasses,Pizza Shirt,Curvy Hair,Gold Earring
1568,Starry Nights,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1569,Blue Buzz,Human,Chop Stache,Normal_Eyes,Hoodie,Tarboush,None
1570,Toxic Air,Zombie,Dirty Beard,Normal_Eyes,Hoodie,Sheikh Hat,None
1571,Blue Sky,Alien,Chop Stache,Eye Patch,Pizza Shirt,Tarboush,Regular Earring
1572,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1573,Sahara Desert,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,Face Paint
1574,Beach,Zombie,Chop Stache,Zombie Eyes,Pizza Shirt,Curvy Hair,Gold Chain
1575,Purple City,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
1576,Sahara Desert,Human,Black Beard,3D Glasses,Celestial Fit,Hippie,Gold Chain
1577,Starry Nights,Human,Black Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
1578,Sahara Desert,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,None
1579,City Rooftop,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Sensei Hat,None
1580,Starry Nights,Alien,Chop Stache,Eye Patch,Pizza Shirt,Curvy Hair,Regular Earring
1581,Blue Sky,Human,Brown Beard,Normal_Eyes,Celestial Fit,Turban,None
1582,Blue Sky,Alien,Brown Beard,Round Glasses,Buddhist Robe,Curvy Hair,None
1583,Sahara Desert,Zombie,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
1584,Purple City,Human,Black Beard,Eye Patch,Jacket,Curvy Hair,None
1585,Starry Nights,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Hippie,None
1586,City Rooftop,Human,Black Beard,Gangsta Shades,Jacket,Asssasin Cut,None
1587,Blue Sky,Human,Chop Stache,Normal_Eyes,Hoodie,Viking Hat,Gold Chain
1588,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Celestial Crown,None
1589,Beach,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,Gold Chain
1590,Blue Buzz,Alien,Black Beard,Normal_Eyes,Hoodie,Hippie,Face Paint
1591,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Viking Hat,None
1592,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Hoodie,Tarboush,Gold Earring
1593,Purple City,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Hippie,None
1594,Blue Buzz,Human,Dirty Beard,Round Glasses,Jacket,Mushy Hair,Regular Earring
1595,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Jacket,Curvy Hair,Regular Earring
1596,Blue Sky,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1597,Desert Night,Zombie,Brown Beard,Gangsta Shades,Jacket,Tarboush,Regular Earring
1598,Mountains,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Celestial Crown,None
1599,City Rooftop,Zombie,Chop Stache,Round Glasses,Jacket,Mushy Hair,None
1600,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1601,Blue Sky,Human,Chop Stache,Gangsta Shades,Hoodie,Curvy Hair,None
