,background,skin,facial hair,eyes,outfit,hats,accessories
1508,Desert Night,Human,Brown Beard,Round Glasses,Celestial Fit,Tarboush,None
1509,Blue Buzz,Human,Black Beard,3D Glasses,Pizza Shirt,Curvy Hair,Gold Earring
1510,Blue Buzz,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1511,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1512,Purple City,Human,Dirty Beard,Gangsta Shades,Jacket,Asssasin Cut,None
1513,Purple City,Human,Dirty Beard,Gangsta Shades,Hoodie,Mushy Hair,None
1514,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Hoodie,Curvy Hair,None
1515,Toxic Air,Zombie,Shaolin Stache,Gangsta Shades,Hoodie,Asssasin Cut,None
1516,Blue Buzz,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,Gold Chain
1517,Purple City,Alien,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1518,Beach,Human,Dirty Beard,Normal_Eyes,Jacket,Hippie,None
1519,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Hippie,None
1520,Purple City,Alien,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1521,Purple City,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Hippie,None
1522,Blue Buzz,Human,Black Beard,Gangsta Shades,Hoodie,Sombrero,None
1523,City Rooftop,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Sheikh Hat,Regular Earring
1524,City Rooftop,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Tarboush,Face Paint
1525,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Jacket,Sombrero,Face Paint
1526,Greek Symposium,Human,Brown Beard,Normal_Eyes,Hoodie,Sombrero,None
1527,Purple City,Alien,Shaolin Stache,Laser Eyes,Pizza Shirt,Tarboush,Gold Earring
1528,Mountains,Human,Dirty Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
1529,City Rooftop,Human,Shaolin Stache,Eye Patch,Hoodie,Turban,Face Paint
1530,Purple City,Human,Dirty Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
1531,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1532,Blue Buzz,Human,Black Beard,Round Glasses,Hoodie,Sensei Hat,Gold Earring
1533,Starry Nights,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Sombrero,None
1534,Blue Buzz,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Celestial Crown,None
1535,Blue Sky,Human,Wizard Beard,3D Glasses,Hoodie,Mushy Hair,Gold Earring
1536,City Rooftop,Alien,Shaolin Stache,Normal_Eyes,Jacket,Hippie,None
1537,Purple City,Human,Black Beard,Round Glasses,Jacket,Hippie,None
1538,Purple City,Human,Dirty Beard,Gangsta Shades,Hoodie,Hippie,None
1539,City Rooftop,Zombie,Dirty Beard,Gangsta Shades,Hoodie,Tarboush,Face Paint
1540,Blue Buzz,Zombie,Shaolin Stache,Zap Shades,Jacket,Mushy Hair,None
1541,Beach,Human,Brown Beard,Laser Eyes,Pizza Shirt,Celestial Crown,Regular Earring
1542,Beach,Zombie,Black Beard,Round Glasses,Buddhist Robe,Mushy Hair,None
1543,Toxic Air,Human,Black Beard,3D Glasses,Philosopher's Robe,Sombrero,Face Paint
1544,Beach,Alien,Chop Stache,Eye Patch,Hoodie,Curvy Hair,None
1545,City Rooftop,Human,Dirty Beard,Eye Patch,Hoodie,Mushy Hair,None
1546,City Rooftop,Human,Chop Stache,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
1547,Toxic Air,Zombie,Dirty Beard,Round Glasses,Jacket,Hippie,Face Paint
1548,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Turban,None
1549,City Rooftop,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1550,Beach,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Celestial Crown,Regular Earring
1551,Desert Night,Alien,Brown Beard,Normal_Eyes,Hoodie,Pharaoh Hat,None
1552,Purple City,Alien,Black Beard,Gangsta Shades,Celestial Fit,Hippie,None
1553,Blue Sky,Human,Chop Stache,Normal_Eyes,Hoodie,Hippie,None
1554,Blue Sky,Human,Brown Beard,3D Glasses,Jacket,Curvy Hair,None
1555,Toxic Air,Human,Black Beard,Round Glasses,Buddhist Robe,Hippie,Face Paint
1556,Desert Night,Human,Black Beard,Normal_Eyes,Buddhist Robe,Sombrero,Regular Earring
1557,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,Gold Chain
1558,Beach,Human,Black Beard,Gangsta Shades,Buddhist Robe,Sombrero,None
1559,Blue Sky,Human,Chop Stache,Normal_Eyes,Jacket,Celestial Crown,None
1560,Purple City,Zombie,Brown Beard,Normal_Eyes,Hoodie,Tarboush,None
1561,City Rooftop,Human,Brown Beard,3D Glasses,Hoodie,Tarboush,None
1562,Sahara Desert,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Turban,None
1563,Blue Buzz,Human,Chop Stache,Round Glasses,Hoodie,Celestial Crown,None
1564,Purple City,Human,Chop Stache,Normal_Eyes,Jacket,Asssasin Cut,None
1565,Purple City,Alien,Brown Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1566,Beach,Alien,Dirty Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1567,City Rooftop,Alien,Black Beard,Laser Eyes,Buddhist Robe,Celestial Crown,Regular Earring
1568,City Rooftop,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,Gold Earring
1569,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Jacket,Mushy Hair,Face Paint
1570,Toxic Air,Zombie,Chop Stache,Gangsta Shades,Buddhist Robe,Sensei Hat,None
1571,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1572,Blue Sky,Human,Dirty Beard,Eye Patch,Jacket,Sensei Hat,Regular Earring
1573,Blue Sky,Human,Brown Beard,Gangsta Shades,Celestial Fit,Hippie,Regular Earring
1574,Blue Sky,Human,Chop Stache,Gangsta Shades,Assasin's Fit,Hippie,Face Paint
1575,Desert Night,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Mushy Hair,Regular Earring
1576,Blue Buzz,Human,Dirty Beard,Round Glasses,Pizza Shirt,Curvy Hair,None
1577,Beach,Zombie,Shaolin Stache,Gangsta Shades,Jacket,Turban,Gold Earring
1578,Blue Buzz,Zombie,Black Beard,Zombie Eyes,Buddhist Robe,Turban,None
1579,Purple City,Zombie,Black Beard,Zap Shades,Hoodie,Sombrero,None
1580,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1581,Blue Buzz,Human,Chop Stache,Normal_Eyes,Assasin's Fit,Tarboush,Gold Chain
1582,Blue Sky,Alien,Dirty Beard,Round Glasses,Jacket,Mushy Hair,None
1583,City Rooftop,Human,Black Beard,Round Glasses,Jacket,Sensei Hat,None
1584,Purple City,Zombie,Chop Stache,Zombie Eyes,Jacket,Hippie,Face Paint
1585,Purple City,Alien,Shaolin Stache,Normal_Eyes,Pizza Shirt,Asssasin Cut,Face Paint
1586,Starry Nights,Human,Brown Beard,Eye Patch,Celestial Fit,Eagle Feather Hat,None
1587,Sahara Desert,Human,Brown Beard,Normal_Eyes,Jacket,Sombrero,Regular Earring
1588,Purple City,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1589,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Jacket,Turban,None
1590,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Viking Hat,None
1591,Beach,Human,Wizard Beard,Gangsta Shades,Jacket,Hippie,None
1592,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
1593,Blue Sky,Alien,Black Beard,3D Glasses,Celestial Fit,Sombrero,Face Paint
1594,Blue Buzz,Human,Chop Stache,Gangsta Shades,Hoodie,Turban,None
1595,Desert Night,Zombie,Dirty Beard,Eye Patch,Hoodie,Mushy Hair,None
1596,Sahara Desert,Zombie,Dirty Beard,Gangsta Shades,Jacket,Hippie,None
1597,Blue Sky,Human,Black Beard,Zombie Eyes,Jacket,Curvy Hair,Gold Chain
1598,City Rooftop,Human,Black Beard,3D Glasses,Pizza Shirt,Sheikh Hat,None
1599,Blue Buzz,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1600,Blue Sky,Zombie,Black Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1601,Starry Nights,Human,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1602,Purple City,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Curvy Hair,Gold Earring
1603,Starry Nights,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,Face Paint
1604,Mountains,Zombie,Chop Stache,Gangsta Shades,Assasin's Fit,Curvy Hair,None
1605,Blue Buzz,Human,Brown Beard,Laser Eyes,Pizza Shirt,Viking Hat,Face Paint
1606,Toxic Air,Human,Chop Stache,3D Glasses,Hoodie,Curvy Hair,None
1607,Beach,Human,Dirty Beard,Normal_Eyes,Hoodie,Viking Hat,None
1608,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
1609,Blue Buzz,Human,Black Beard,Gangsta Shades,Jacket,Curvy Hair,Gold Chain
1610,Beach,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,Regular Earring
1611,City Rooftop,Human,Dirty Beard,Normal_Eyes,Jacket,Asssasin Cut,Face Paint
1612,Blue Buzz,Human,Chop Stache,3D Glasses,Assasin's Fit,Curvy Hair,Face Paint
1613,City Rooftop,Alien,Chop Stache,Laser Eyes,Philosopher's Robe,Hippie,Face Paint
1614,Blue Buzz,Human,Black Beard,Zap Shades,Buddhist Robe,Mushy Hair,None
1615,Purple City,Zombie,Black Beard,Normal_Eyes,Hoodie,Viking Hat,Gold Chain
1616,City Rooftop,Human,Chop Stache,Round Glasses,Jacket,Sheikh Hat,Face Paint
1617,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sheikh Hat,None
1618,Blue Buzz,Human,Chop Stache,Normal_Eyes,Assasin's Fit,Curvy Hair,Regular Earring
1619,Starry Nights,Zombie,Dirty Beard,Normal_Eyes,Hoodie,Hippie,None
1620,Beach,Human,Black Beard,Normal_Eyes,Hoodie,Sensei Hat,None
1621,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Turban,None
1622,Purple City,Human,Dirty Beard,Eye Patch,Assasin's Fit,Hippie,None
1623,City Rooftop,Zombie,Shaolin Stache,Laser Eyes,Pizza Shirt,Curvy Hair,None
1624,City Rooftop,Human,Black Beard,Zombie Eyes,Assasin's Fit,Tarboush,None
1625,Blue Buzz,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,None
1626,City Rooftop,Human,Black Beard,Laser Eyes,Hoodie,Celestial Crown,None
1627,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Face Paint
1628,Toxic Air,Human,Black Beard,Normal_Eyes,Jacket,Mushy Hair,Face Paint
1629,Purple City,Human,Black Beard,Zombie Eyes,Celestial Fit,Curvy Hair,Regular Earring
1630,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,Gold Earring
1631,Mountains,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,None
1632,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,None
1633,Sahara Desert,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Viking Hat,Face Paint
1634,Desert Night,Human,Black Beard,Gangsta Shades,Native,Turban,None
1635,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Face Paint
1636,City Rooftop,Zombie,Black Beard,Eye Patch,Jacket,Tarboush,Face Paint
1637,Beach,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
